"subid","age_group","age","sex","english","site","trial_type","trial_num","item_num","correct","rt","expt"
"150116-17-sc",3,3.78,"M",6,"cdm","control_single",18,"2vs2",2,2743,"ipad"
"150116-18-sc",2,2.76,"F",6,"cdm","control_single",3,"2vs2",2,1795,"ipad"
"150116-18-sc",2,2.76,"F",6,"cdm","inference",4,"2vs1",1,1589,"ipad"
"150116-18-sc",2,2.76,"F",6,"cdm","control_double",5,"3vs1",2,5282,"ipad"
"150116-18-sc",2,2.76,"F",6,"cdm","control_single",6,"2vs2",2,1681,"ipad"
"150116-18-sc",2,2.76,"F",6,"cdm","inference",7,"2vs1",1,1461,"ipad"
"150116-18-sc",2,2.76,"F",6,"cdm","control_single",8,"2vs2",2,2115,"ipad"
"150116-18-sc",2,2.76,"F",6,"cdm","control_single",9,"2vs2",2,1115,"ipad"
"150116-18-sc",2,2.76,"F",6,"cdm","control_double",10,"2vs1",2,1702,"ipad"
"150116-18-sc",2,2.76,"F",6,"cdm","control_double",11,"3vs1",2,1643,"ipad"
"150116-18-sc",2,2.76,"F",6,"cdm","control_single",12,"1vs1",2,1614,"ipad"
"150116-18-sc",2,2.76,"F",6,"cdm","control_single",13,"1vs1",2,2013,"ipad"
"150116-18-sc",2,2.76,"F",6,"cdm","inference",14,"3vs1",2,1576,"ipad"
"150116-18-sc",2,2.76,"F",6,"cdm","control_single",15,"1vs1",2,7377,"ipad"
"150116-18-sc",2,2.76,"F",6,"cdm","control_double",16,"2vs1",2,1826,"ipad"
"150116-18-sc",2,2.76,"F",6,"cdm","inference",17,"3vs1",1,2091,"ipad"
"150116-18-sc",2,2.76,"F",6,"cdm","control_single",18,"1vs1",2,1347,"ipad"
"150116-19-sc",3,3.03,"F",5,"cdm","control_single",3,"2vs2",2,1909,"ipad"
"150116-19-sc",3,3.03,"F",5,"cdm","inference",4,"3vs1",2,2084,"ipad"
"150116-19-sc",3,3.03,"F",5,"cdm","control_double",5,"3vs1",2,4531,"ipad"
"150116-19-sc",3,3.03,"F",5,"cdm","control_single",6,"1vs1",2,1785,"ipad"
"150116-19-sc",3,3.03,"F",5,"cdm","inference",7,"3vs1",2,2763,"ipad"
"150116-19-sc",3,3.03,"F",5,"cdm","control_single",8,"1vs1",2,7068,"ipad"
"150116-19-sc",3,3.03,"F",5,"cdm","control_single",9,"2vs2",2,1345,"ipad"
"150116-19-sc",3,3.03,"F",5,"cdm","control_double",10,"2vs1",2,2188,"ipad"
"150116-19-sc",3,3.03,"F",5,"cdm","control_double",11,"3vs1",2,2411,"ipad"
"150116-19-sc",3,3.03,"F",5,"cdm","control_single",12,"1vs1",2,1550,"ipad"
"150116-19-sc",3,3.03,"F",5,"cdm","control_single",13,"2vs2",2,2345,"ipad"
"150116-19-sc",3,3.03,"F",5,"cdm","inference",14,"2vs1",2,1001,"ipad"
"150116-19-sc",3,3.03,"F",5,"cdm","control_single",15,"1vs1",1,1044,"ipad"
"150116-19-sc",3,3.03,"F",5,"cdm","control_double",16,"2vs1",2,1731,"ipad"
"150116-19-sc",3,3.03,"F",5,"cdm","inference",17,"2vs1",2,1675,"ipad"
"150116-19-sc",3,3.03,"F",5,"cdm","control_single",18,"2vs2",2,1815,"ipad"
"150116-20-sc",4,4.05,"M",6,"cdm","control_single",3,"2vs2",2,2373,"ipad"
"150116-20-sc",4,4.05,"M",6,"cdm","inference",4,"2vs1",1,12271,"ipad"
"150116-20-sc",4,4.05,"M",6,"cdm","control_double",5,"3vs1",2,9599,"ipad"
"150116-20-sc",4,4.05,"M",6,"cdm","control_single",6,"2vs2",2,6383,"ipad"
"150116-20-sc",4,4.05,"M",6,"cdm","inference",7,"2vs1",1,10469,"ipad"
"150116-20-sc",4,4.05,"M",6,"cdm","control_single",8,"2vs2",2,8767,"ipad"
"150116-20-sc",4,4.05,"M",6,"cdm","control_single",9,"2vs2",2,2032,"ipad"
"150116-20-sc",4,4.05,"M",6,"cdm","control_double",10,"2vs1",2,2158,"ipad"
"150116-20-sc",4,4.05,"M",6,"cdm","control_double",11,"3vs1",2,2528,"ipad"
"150116-20-sc",4,4.05,"M",6,"cdm","control_single",12,"1vs1",2,2344,"ipad"
"150116-20-sc",4,4.05,"M",6,"cdm","control_single",13,"1vs1",1,6751,"ipad"
"150116-20-sc",4,4.05,"M",6,"cdm","inference",14,"3vs1",2,1960,"ipad"
"150116-20-sc",4,4.05,"M",6,"cdm","control_single",15,"1vs1",2,6793,"ipad"
"150116-20-sc",4,4.05,"M",6,"cdm","control_double",16,"2vs1",1,5033,"ipad"
"150116-20-sc",4,4.05,"M",6,"cdm","inference",17,"3vs1",1,6411,"ipad"
"150116-20-sc",4,4.05,"M",6,"cdm","control_single",18,"1vs1",2,626,"ipad"
"150116-21-sc",4,4.72,"M",6,"cdm","control_single",3,"2vs2",2,2726,"ipad"
"150116-21-sc",4,4.72,"M",6,"cdm","inference",4,"3vs1",2,1851,"ipad"
"150116-21-sc",4,4.72,"M",6,"cdm","control_double",5,"3vs1",2,1299,"ipad"
"150116-21-sc",4,4.72,"M",6,"cdm","control_single",6,"1vs1",2,3450,"ipad"
"150116-21-sc",4,4.72,"M",6,"cdm","inference",7,"3vs1",2,3377,"ipad"
"150116-21-sc",4,4.72,"M",6,"cdm","control_single",8,"1vs1",2,1523,"ipad"
"150116-21-sc",4,4.72,"M",6,"cdm","control_single",9,"2vs2",2,2428,"ipad"
"150116-21-sc",4,4.72,"M",6,"cdm","control_double",10,"2vs1",2,3656,"ipad"
"150116-21-sc",4,4.72,"M",6,"cdm","control_double",11,"3vs1",2,1499,"ipad"
"150116-21-sc",4,4.72,"M",6,"cdm","control_single",12,"1vs1",2,1608,"ipad"
"150116-21-sc",4,4.72,"M",6,"cdm","control_single",13,"2vs2",2,2912,"ipad"
"150116-21-sc",4,4.72,"M",6,"cdm","inference",14,"2vs1",2,1131,"ipad"
"150116-21-sc",4,4.72,"M",6,"cdm","control_single",15,"1vs1",2,1222,"ipad"
"150116-21-sc",4,4.72,"M",6,"cdm","control_double",16,"2vs1",2,1101,"ipad"
"150116-21-sc",4,4.72,"M",6,"cdm","inference",17,"2vs1",2,1698,"ipad"
"150116-21-sc",4,4.72,"M",6,"cdm","control_single",18,"2vs2",2,1672,"ipad"
"150116-22-sc",2,2.47,"F",6,"cdm","control_single",3,"2vs2",2,2340,"ipad"
"150116-22-sc",2,2.47,"F",6,"cdm","inference",4,"2vs1",1,4203,"ipad"
"150116-22-sc",2,2.47,"F",6,"cdm","control_double",5,"3vs1",2,1740,"ipad"
"150116-22-sc",2,2.47,"F",6,"cdm","control_single",6,"2vs2",2,1331,"ipad"
"150116-22-sc",2,2.47,"F",6,"cdm","inference",7,"2vs1",2,2043,"ipad"
"150116-22-sc",2,2.47,"F",6,"cdm","control_single",8,"2vs2",2,2398,"ipad"
"150116-22-sc",2,2.47,"F",6,"cdm","control_single",9,"2vs2",2,4761,"ipad"
"150116-22-sc",2,2.47,"F",6,"cdm","control_double",10,"2vs1",1,2449,"ipad"
"150116-22-sc",2,2.47,"F",6,"cdm","control_double",11,"3vs1",2,3448,"ipad"
"150116-22-sc",2,2.47,"F",6,"cdm","control_single",12,"1vs1",2,1800,"ipad"
"150116-22-sc",2,2.47,"F",6,"cdm","control_single",13,"1vs1",2,7858,"ipad"
"150116-22-sc",2,2.47,"F",6,"cdm","inference",14,"3vs1",2,2008,"ipad"
"150116-22-sc",2,2.47,"F",6,"cdm","control_single",15,"1vs1",2,1880,"ipad"
"150116-22-sc",2,2.47,"F",6,"cdm","control_double",16,"2vs1",2,2627,"ipad"
"150116-22-sc",2,2.47,"F",6,"cdm","inference",17,"3vs1",2,2274,"ipad"
"150116-22-sc",2,2.47,"F",6,"cdm","control_single",18,"1vs1",2,2972,"ipad"
"150120-01-sc",4,4.59,"F",6,"bing","control_single",3,"2vs2",2,2243,"ipad"
"150120-01-sc",4,4.59,"F",6,"bing","inference",4,"2vs1",2,1840,"ipad"
"150120-01-sc",4,4.59,"F",6,"bing","control_double",5,"3vs1",2,2692,"ipad"
"150120-01-sc",4,4.59,"F",6,"bing","control_single",6,"2vs2",2,1503,"ipad"
"150120-01-sc",4,4.59,"F",6,"bing","inference",7,"2vs1",2,2222,"ipad"
"150120-01-sc",4,4.59,"F",6,"bing","control_single",8,"2vs2",2,2253,"ipad"
"150120-01-sc",4,4.59,"F",6,"bing","control_single",9,"2vs2",2,1361,"ipad"
"150120-01-sc",4,4.59,"F",6,"bing","control_double",10,"2vs1",2,3006,"ipad"
"150120-01-sc",4,4.59,"F",6,"bing","control_double",11,"3vs1",1,2571,"ipad"
"150120-01-sc",4,4.59,"F",6,"bing","control_single",12,"1vs1",2,3942,"ipad"
"150120-01-sc",4,4.59,"F",6,"bing","control_single",13,"1vs1",2,3172,"ipad"
"150120-01-sc",4,4.59,"F",6,"bing","inference",14,"3vs1",2,2083,"ipad"
"150120-01-sc",4,4.59,"F",6,"bing","control_single",15,"1vs1",2,1552,"ipad"
"150120-01-sc",4,4.59,"F",6,"bing","control_double",16,"2vs1",1,3168,"ipad"
"150120-01-sc",4,4.59,"F",6,"bing","inference",17,"3vs1",2,2409,"ipad"
"150120-01-sc",4,4.59,"F",6,"bing","control_single",18,"1vs1",1,1269,"ipad"
"150120-03-sc",4,4.01,"M",6,"bing","control_single",3,"2vs2",2,1812,"ipad"
"150120-03-sc",4,4.01,"M",6,"bing","inference",4,"3vs1",2,1463,"ipad"
"150120-03-sc",4,4.01,"M",6,"bing","control_double",5,"3vs1",2,3009,"ipad"
"150120-03-sc",4,4.01,"M",6,"bing","control_single",6,"1vs1",2,1988,"ipad"
"150120-03-sc",4,4.01,"M",6,"bing","inference",7,"3vs1",2,5091,"ipad"
"150120-03-sc",4,4.01,"M",6,"bing","control_single",8,"1vs1",2,1730,"ipad"
"150120-03-sc",4,4.01,"M",6,"bing","control_single",9,"2vs2",2,1882,"ipad"
"150120-03-sc",4,4.01,"M",6,"bing","control_double",10,"2vs1",2,2097,"ipad"
"150120-03-sc",4,4.01,"M",6,"bing","control_double",11,"3vs1",2,1747,"ipad"
"150120-03-sc",4,4.01,"M",6,"bing","control_single",12,"1vs1",2,1377,"ipad"
"150120-03-sc",4,4.01,"M",6,"bing","control_single",13,"2vs2",2,2660,"ipad"
"150120-03-sc",4,4.01,"M",6,"bing","inference",14,"2vs1",2,1629,"ipad"
"150120-03-sc",4,4.01,"M",6,"bing","control_single",15,"1vs1",2,1495,"ipad"
"150120-03-sc",4,4.01,"M",6,"bing","control_double",16,"2vs1",2,1533,"ipad"
"150120-03-sc",4,4.01,"M",6,"bing","inference",17,"2vs1",1,2040,"ipad"
"150120-03-sc",4,4.01,"M",6,"bing","control_single",18,"2vs2",2,1742,"ipad"
"150120-04-sc",4,4.67,"M",6,"bing","control_single",3,"2vs2",2,2152,"ipad"
"150120-04-sc",4,4.67,"M",6,"bing","inference",4,"2vs1",2,2459,"ipad"
"150120-04-sc",4,4.67,"M",6,"bing","control_double",5,"3vs1",1,1487,"ipad"
"150120-04-sc",4,4.67,"M",6,"bing","control_single",6,"2vs2",1,1185,"ipad"
"150120-04-sc",4,4.67,"M",6,"bing","inference",7,"2vs1",2,2724,"ipad"
"150120-04-sc",4,4.67,"M",6,"bing","control_single",8,"2vs2",2,2077,"ipad"
"150120-04-sc",4,4.67,"M",6,"bing","control_single",9,"2vs2",2,649,"ipad"
"150120-04-sc",4,4.67,"M",6,"bing","control_double",10,"2vs1",2,1769,"ipad"
"150120-04-sc",4,4.67,"M",6,"bing","control_double",11,"3vs1",2,2379,"ipad"
"150120-04-sc",4,4.67,"M",6,"bing","control_single",12,"1vs1",2,1417,"ipad"
"150120-04-sc",4,4.67,"M",6,"bing","control_single",13,"1vs1",2,1194,"ipad"
"150120-04-sc",4,4.67,"M",6,"bing","inference",14,"3vs1",2,1355,"ipad"
"150120-04-sc",4,4.67,"M",6,"bing","control_single",15,"1vs1",2,1049,"ipad"
"150120-04-sc",4,4.67,"M",6,"bing","control_double",16,"2vs1",2,1024,"ipad"
"150120-04-sc",4,4.67,"M",6,"bing","inference",17,"3vs1",2,1417,"ipad"
"150120-04-sc",4,4.67,"M",6,"bing","control_single",18,"1vs1",2,994,"ipad"
"150120-05-sc",3,3.85,"M",6,"bing","control_single",3,"2vs2",2,6768,"ipad"
"150120-05-sc",3,3.85,"M",6,"bing","inference",4,"2vs1",2,3559,"ipad"
"150120-05-sc",3,3.85,"M",6,"bing","control_double",5,"3vs1",2,3378,"ipad"
"150120-05-sc",3,3.85,"M",6,"bing","control_single",6,"2vs2",2,2371,"ipad"
"150120-05-sc",3,3.85,"M",6,"bing","inference",7,"2vs1",2,3165,"ipad"
"150120-05-sc",3,3.85,"M",6,"bing","control_single",8,"2vs2",2,2720,"ipad"
"150120-05-sc",3,3.85,"M",6,"bing","control_single",9,"2vs2",2,3924,"ipad"
"150120-05-sc",3,3.85,"M",6,"bing","control_double",10,"2vs1",2,2384,"ipad"
"150120-05-sc",3,3.85,"M",6,"bing","control_double",11,"3vs1",2,2412,"ipad"
"150120-05-sc",3,3.85,"M",6,"bing","control_single",12,"1vs1",2,2864,"ipad"
"150120-05-sc",3,3.85,"M",6,"bing","control_single",13,"1vs1",2,2280,"ipad"
"150120-05-sc",3,3.85,"M",6,"bing","inference",14,"3vs1",2,2181,"ipad"
"150120-05-sc",3,3.85,"M",6,"bing","control_single",15,"1vs1",2,2217,"ipad"
"150120-05-sc",3,3.85,"M",6,"bing","control_double",16,"2vs1",2,2465,"ipad"
"150120-05-sc",3,3.85,"M",6,"bing","inference",17,"3vs1",1,4096,"ipad"
"150120-05-sc",3,3.85,"M",6,"bing","control_single",18,"1vs1",2,3570,"ipad"
"150120-06-sc",4,4.67,"M",6,"bing","control_single",3,"2vs2",2,1469,"ipad"
"150120-06-sc",4,4.67,"M",6,"bing","inference",4,"3vs1",2,2563,"ipad"
"150120-06-sc",4,4.67,"M",6,"bing","control_double",5,"3vs1",2,2313,"ipad"
"150120-06-sc",4,4.67,"M",6,"bing","control_single",6,"1vs1",2,1132,"ipad"
"150120-06-sc",4,4.67,"M",6,"bing","inference",7,"3vs1",2,5311,"ipad"
"150120-06-sc",4,4.67,"M",6,"bing","control_single",8,"1vs1",2,1637,"ipad"
"150120-06-sc",4,4.67,"M",6,"bing","control_single",9,"2vs2",2,1523,"ipad"
"150120-06-sc",4,4.67,"M",6,"bing","control_double",10,"2vs1",2,2188,"ipad"
"150120-06-sc",4,4.67,"M",6,"bing","control_double",11,"3vs1",2,2040,"ipad"
"150120-06-sc",4,4.67,"M",6,"bing","control_single",12,"1vs1",2,1504,"ipad"
"150120-06-sc",4,4.67,"M",6,"bing","control_single",13,"2vs2",2,1815,"ipad"
"150120-06-sc",4,4.67,"M",6,"bing","inference",14,"2vs1",2,1649,"ipad"
"150120-06-sc",4,4.67,"M",6,"bing","control_single",15,"1vs1",2,1218,"ipad"
"150120-06-sc",4,4.67,"M",6,"bing","control_double",16,"2vs1",2,4086,"ipad"
"150120-06-sc",4,4.67,"M",6,"bing","inference",17,"2vs1",2,1225,"ipad"
"150120-06-sc",4,4.67,"M",6,"bing","control_single",18,"2vs2",2,1746,"ipad"
"150122-01-sc",4,4.1,"M",6,"bing","control_single",3,"2vs2",2,2740,"ipad"
"150122-01-sc",4,4.1,"M",6,"bing","inference",4,"3vs1",2,3322,"ipad"
"150122-01-sc",4,4.1,"M",6,"bing","control_double",5,"3vs1",2,4867,"ipad"
"150122-01-sc",4,4.1,"M",6,"bing","control_single",6,"1vs1",2,1461,"ipad"
"150122-01-sc",4,4.1,"M",6,"bing","inference",7,"3vs1",2,6829,"ipad"
"150122-01-sc",4,4.1,"M",6,"bing","control_single",8,"1vs1",2,2527,"ipad"
"150122-01-sc",4,4.1,"M",6,"bing","control_single",9,"2vs2",2,2202,"ipad"
"150122-01-sc",4,4.1,"M",6,"bing","control_double",10,"2vs1",2,2251,"ipad"
"150122-01-sc",4,4.1,"M",6,"bing","control_double",11,"3vs1",2,2209,"ipad"
"150122-01-sc",4,4.1,"M",6,"bing","control_single",12,"1vs1",2,2107,"ipad"
"150122-01-sc",4,4.1,"M",6,"bing","control_single",13,"2vs2",2,1681,"ipad"
"150122-01-sc",4,4.1,"M",6,"bing","inference",14,"2vs1",2,2417,"ipad"
"150122-01-sc",4,4.1,"M",6,"bing","control_single",15,"1vs1",2,1373,"ipad"
"150122-01-sc",4,4.1,"M",6,"bing","control_double",16,"2vs1",2,1395,"ipad"
"150122-01-sc",4,4.1,"M",6,"bing","inference",17,"2vs1",2,1984,"ipad"
"150122-01-sc",4,4.1,"M",6,"bing","control_single",18,"2vs2",2,2259,"ipad"
"150122-02-sc",4,4.28,"M",6,"bing","control_single",3,"2vs2",2,2493,"ipad"
"150122-02-sc",4,4.28,"M",6,"bing","inference",4,"2vs1",2,8764,"ipad"
"150122-02-sc",4,4.28,"M",6,"bing","control_double",5,"3vs1",2,2005,"ipad"
"150122-02-sc",4,4.28,"M",6,"bing","control_single",6,"2vs2",2,1650,"ipad"
"150122-02-sc",4,4.28,"M",6,"bing","inference",7,"2vs1",2,2622,"ipad"
"150122-02-sc",4,4.28,"M",6,"bing","control_single",8,"2vs2",2,2230,"ipad"
"150122-02-sc",4,4.28,"M",6,"bing","control_single",9,"2vs2",2,2059,"ipad"
"150122-02-sc",4,4.28,"M",6,"bing","control_double",10,"2vs1",2,2524,"ipad"
"150122-02-sc",4,4.28,"M",6,"bing","control_double",11,"3vs1",2,1789,"ipad"
"150122-02-sc",4,4.28,"M",6,"bing","control_single",12,"1vs1",2,2407,"ipad"
"150122-02-sc",4,4.28,"M",6,"bing","control_single",13,"1vs1",2,1670,"ipad"
"150122-02-sc",4,4.28,"M",6,"bing","inference",14,"3vs1",2,2108,"ipad"
"150122-02-sc",4,4.28,"M",6,"bing","control_single",15,"1vs1",2,3553,"ipad"
"150122-02-sc",4,4.28,"M",6,"bing","control_double",16,"2vs1",2,2172,"ipad"
"150122-02-sc",4,4.28,"M",6,"bing","inference",17,"3vs1",2,2967,"ipad"
"150122-02-sc",4,4.28,"M",6,"bing","control_single",18,"1vs1",2,1847,"ipad"
"150122-03-sc",3,3.92,"M",6,"bing","control_single",3,"2vs2",2,2436,"ipad"
"150122-03-sc",3,3.92,"M",6,"bing","inference",4,"3vs1",2,3002,"ipad"
"150122-03-sc",3,3.92,"M",6,"bing","control_double",5,"3vs1",2,3313,"ipad"
"150122-03-sc",3,3.92,"M",6,"bing","control_single",6,"1vs1",2,7768,"ipad"
"150122-03-sc",3,3.92,"M",6,"bing","inference",7,"3vs1",2,9019,"ipad"
"150122-03-sc",3,3.92,"M",6,"bing","control_single",8,"1vs1",2,2404,"ipad"
"150122-03-sc",3,3.92,"M",6,"bing","control_single",9,"2vs2",2,3186,"ipad"
"150122-03-sc",3,3.92,"M",6,"bing","control_double",10,"2vs1",2,3443,"ipad"
"150122-03-sc",3,3.92,"M",6,"bing","control_double",11,"3vs1",2,10206,"ipad"
"150122-03-sc",3,3.92,"M",6,"bing","control_single",12,"1vs1",2,2578,"ipad"
"150122-03-sc",3,3.92,"M",6,"bing","control_single",13,"2vs2",2,2594,"ipad"
"150122-03-sc",3,3.92,"M",6,"bing","inference",14,"2vs1",1,7724,"ipad"
"150122-03-sc",3,3.92,"M",6,"bing","control_single",15,"1vs1",2,1714,"ipad"
"150122-03-sc",3,3.92,"M",6,"bing","control_double",16,"2vs1",2,3515,"ipad"
"150122-03-sc",3,3.92,"M",6,"bing","inference",17,"2vs1",2,2729,"ipad"
"150122-03-sc",3,3.92,"M",6,"bing","control_single",18,"2vs2",2,2032,"ipad"
"150122-04-sc",4,4.27,"M",6,"bing","control_single",3,"2vs2",2,2091,"ipad"
"150122-04-sc",4,4.27,"M",6,"bing","inference",4,"2vs1",2,3008,"ipad"
"150122-04-sc",4,4.27,"M",6,"bing","control_double",5,"3vs1",2,1571,"ipad"
"150122-04-sc",4,4.27,"M",6,"bing","control_single",6,"2vs2",2,1670,"ipad"
"150122-04-sc",4,4.27,"M",6,"bing","inference",7,"2vs1",1,5524,"ipad"
"150122-04-sc",4,4.27,"M",6,"bing","control_single",8,"2vs2",2,2439,"ipad"
"150122-04-sc",4,4.27,"M",6,"bing","control_single",9,"2vs2",2,1890,"ipad"
"150122-04-sc",4,4.27,"M",6,"bing","control_double",10,"2vs1",2,1560,"ipad"
"150122-04-sc",4,4.27,"M",6,"bing","control_double",11,"3vs1",2,1997,"ipad"
"150122-04-sc",4,4.27,"M",6,"bing","control_single",12,"1vs1",2,1401,"ipad"
"150122-04-sc",4,4.27,"M",6,"bing","control_single",13,"1vs1",2,2599,"ipad"
"150122-04-sc",4,4.27,"M",6,"bing","inference",14,"3vs1",2,1821,"ipad"
"150122-04-sc",4,4.27,"M",6,"bing","control_single",15,"1vs1",2,4348,"ipad"
"150122-04-sc",4,4.27,"M",6,"bing","control_double",16,"2vs1",2,3162,"ipad"
"150122-04-sc",4,4.27,"M",6,"bing","inference",17,"3vs1",2,2170,"ipad"
"150122-04-sc",4,4.27,"M",6,"bing","control_single",18,"1vs1",2,1828,"ipad"
"150122-05-sc",4,4.17,"F",6,"bing","control_single",3,"2vs2",2,3050,"ipad"
"150122-05-sc",4,4.17,"F",6,"bing","inference",4,"3vs1",2,1990,"ipad"
"150122-05-sc",4,4.17,"F",6,"bing","control_double",5,"3vs1",2,3187,"ipad"
"150122-05-sc",4,4.17,"F",6,"bing","control_single",6,"1vs1",2,1976,"ipad"
"150122-05-sc",4,4.17,"F",6,"bing","inference",7,"3vs1",2,1445,"ipad"
"150122-05-sc",4,4.17,"F",6,"bing","control_single",8,"1vs1",2,2541,"ipad"
"150122-05-sc",4,4.17,"F",6,"bing","control_single",9,"2vs2",2,2187,"ipad"
"150122-05-sc",4,4.17,"F",6,"bing","control_double",10,"2vs1",2,2023,"ipad"
"150122-05-sc",4,4.17,"F",6,"bing","control_double",11,"3vs1",2,1819,"ipad"
"150122-05-sc",4,4.17,"F",6,"bing","control_single",12,"1vs1",2,2257,"ipad"
"150122-05-sc",4,4.17,"F",6,"bing","control_single",13,"2vs2",2,1787,"ipad"
"150122-05-sc",4,4.17,"F",6,"bing","inference",14,"2vs1",2,3517,"ipad"
"150122-05-sc",4,4.17,"F",6,"bing","control_single",15,"1vs1",2,1506,"ipad"
"150122-05-sc",4,4.17,"F",6,"bing","control_double",16,"2vs1",2,2532,"ipad"
"150122-05-sc",4,4.17,"F",6,"bing","inference",17,"2vs1",2,2435,"ipad"
"150122-05-sc",4,4.17,"F",6,"bing","control_single",18,"2vs2",2,1392,"ipad"
"150129-01-sc",4,4.84,"F",6,"bing","control_single",3,"2vs2",2,2200,"ipad"
"150129-01-sc",4,4.84,"F",6,"bing","inference",4,"2vs1",2,2702,"ipad"
"150129-01-sc",4,4.84,"F",6,"bing","control_double",5,"3vs1",2,2704,"ipad"
"150129-01-sc",4,4.84,"F",6,"bing","control_single",6,"2vs2",2,1439,"ipad"
"150129-01-sc",4,4.84,"F",6,"bing","inference",7,"2vs1",2,2122,"ipad"
"150129-01-sc",4,4.84,"F",6,"bing","control_single",8,"2vs2",2,2873,"ipad"
"150129-01-sc",4,4.84,"F",6,"bing","control_single",9,"2vs2",2,1726,"ipad"
"150129-01-sc",4,4.84,"F",6,"bing","control_double",10,"2vs1",2,1392,"ipad"
"150129-01-sc",4,4.84,"F",6,"bing","control_double",11,"3vs1",2,2094,"ipad"
"150129-01-sc",4,4.84,"F",6,"bing","control_single",12,"1vs1",2,2034,"ipad"
"150129-01-sc",4,4.84,"F",6,"bing","control_single",13,"1vs1",2,1782,"ipad"
"150129-01-sc",4,4.84,"F",6,"bing","inference",14,"3vs1",2,2054,"ipad"
"150129-01-sc",4,4.84,"F",6,"bing","control_single",15,"1vs1",2,1638,"ipad"
"150129-01-sc",4,4.84,"F",6,"bing","control_double",16,"2vs1",1,4902,"ipad"
"150129-01-sc",4,4.84,"F",6,"bing","inference",17,"3vs1",2,1683,"ipad"
"150129-01-sc",4,4.84,"F",6,"bing","control_single",18,"1vs1",2,2881,"ipad"
"150129-02-sc",4,4.02,"M",6,"bing","control_single",3,"2vs2",2,2679,"ipad"
"150129-02-sc",4,4.02,"M",6,"bing","inference",4,"3vs1",2,3495,"ipad"
"150129-02-sc",4,4.02,"M",6,"bing","control_double",5,"3vs1",2,3460,"ipad"
"150129-02-sc",4,4.02,"M",6,"bing","control_single",6,"1vs1",2,2577,"ipad"
"150129-02-sc",4,4.02,"M",6,"bing","inference",7,"3vs1",2,3056,"ipad"
"150129-02-sc",4,4.02,"M",6,"bing","control_single",8,"1vs1",2,3259,"ipad"
"150129-02-sc",4,4.02,"M",6,"bing","control_single",9,"2vs2",2,3254,"ipad"
"150129-02-sc",4,4.02,"M",6,"bing","control_double",10,"2vs1",2,3218,"ipad"
"150129-02-sc",4,4.02,"M",6,"bing","control_double",11,"3vs1",2,6913,"ipad"
"150129-02-sc",4,4.02,"M",6,"bing","control_single",12,"1vs1",2,2600,"ipad"
"150129-02-sc",4,4.02,"M",6,"bing","control_single",13,"2vs2",2,3095,"ipad"
"150129-02-sc",4,4.02,"M",6,"bing","inference",14,"2vs1",2,2321,"ipad"
"150129-02-sc",4,4.02,"M",6,"bing","control_single",15,"1vs1",2,4085,"ipad"
"150129-02-sc",4,4.02,"M",6,"bing","control_double",16,"2vs1",2,2171,"ipad"
"150129-02-sc",4,4.02,"M",6,"bing","inference",17,"2vs1",2,2084,"ipad"
"150129-02-sc",4,4.02,"M",6,"bing","control_single",18,"2vs2",2,2431,"ipad"
"150420-02-sc",3,3.88,"M",4,"bing","control_single",3,"2vs2",2,4331,"ipad"
"150420-02-sc",3,3.88,"M",4,"bing","inference",4,"3vs1",1,1638,"ipad"
"150420-02-sc",3,3.88,"M",4,"bing","control_double",5,"3vs1",2,5366,"ipad"
"150420-02-sc",3,3.88,"M",4,"bing","control_single",6,"1vs1",2,1752,"ipad"
"150420-02-sc",3,3.88,"M",4,"bing","inference",7,"3vs1",2,5381,"ipad"
"150420-02-sc",3,3.88,"M",4,"bing","control_single",8,"1vs1",2,3604,"ipad"
"150420-02-sc",3,3.88,"M",4,"bing","control_single",9,"2vs2",2,2553,"ipad"
"150420-02-sc",3,3.88,"M",4,"bing","control_double",10,"2vs1",2,2258,"ipad"
"150420-02-sc",3,3.88,"M",4,"bing","control_double",11,"3vs1",2,1859,"ipad"
"150420-02-sc",3,3.88,"M",4,"bing","control_single",12,"1vs1",2,2008,"ipad"
"150420-02-sc",3,3.88,"M",4,"bing","control_single",13,"2vs2",2,2230,"ipad"
"150420-02-sc",3,3.88,"M",4,"bing","inference",14,"2vs1",2,7521,"ipad"
"150420-02-sc",3,3.88,"M",4,"bing","control_single",15,"1vs1",2,1711,"ipad"
"150420-02-sc",3,3.88,"M",4,"bing","control_double",16,"2vs1",2,1984,"ipad"
"150420-02-sc",3,3.88,"M",4,"bing","inference",17,"2vs1",2,2423,"ipad"
"150420-02-sc",3,3.88,"M",4,"bing","control_single",18,"2vs2",2,2825,"ipad"
"150420-03-sc",5,5.35,"F",6,"bing","control_single",3,"2vs2",2,1519,"ipad"
"150420-03-sc",5,5.35,"F",6,"bing","inference",4,"3vs1",2,2663,"ipad"
"150420-03-sc",5,5.35,"F",6,"bing","control_double",5,"3vs1",1,2458,"ipad"
"150420-03-sc",5,5.35,"F",6,"bing","control_single",6,"1vs1",2,1069,"ipad"
"150420-03-sc",5,5.35,"F",6,"bing","inference",7,"3vs1",2,1211,"ipad"
"150420-03-sc",5,5.35,"F",6,"bing","control_single",8,"1vs1",2,1909,"ipad"
"150420-03-sc",5,5.35,"F",6,"bing","control_single",9,"2vs2",2,1790,"ipad"
